상품명,스펙목록,가격
LG전자 코드제로 A9S A9300,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 200W / [구성] 바닥 / 솔형 / 굳은먼지 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 디스플레이표시창 / 배터리잔량표시 / [부가] 색상: 아이언그레이 / 크기(가로x세로x깊이): 250x1120x260mm,1223900
이마트 일렉트로맨 EMEC-1000,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 4시간 / 사용시간: 40분 / [기능] LED라이트 / 각도조절 / 셀프스탠딩 / 풋터치버튼 / 배터리잔량표시 / [부가] 색상: 화이트 / 무게: 2.3kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 335x1145x195mm,110980
아이룸 A20,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 8000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 35분 / [성능] DC모터 / 헤파필터 / 3단계여과 / [부가] 색상: 화이트 / 무게: 1.05kg / 크기(가로x세로x깊이): 220x1120x80mm,84170
제로홈 아쿠아 파워,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 충전시간: 3시간 / 사용시간: 30분 / [기능] 흡입력: 9000Pa / 셀프스탠딩 / 배터리잔량표시 / 거치대 / 헤파필터 / [부가] 색상: 블랙 / 무게: 3.8kg / 크기(가로x세로x깊이): 250x1100x170mm,165000
아이리스 IC-SLDCP6,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / [배터리] 충전시간: 3시간 / 사용시간: 20~30분 / [기능] 먼지감지센서 / 셀프스탠딩 / 프리볼트 / [부가] 색상: 화이트+골드 / 무게: 1.6kg / 먼지봉투 / 크기(가로x세로x깊이): 236x1015x175mm,39900
한경희생활과학 아쿠아젯 RC-3500,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3시간 / 사용시간: 30분 / [기능] 물분사 / LED라이트 / 각도조절 / 배터리잔량표시 / [부가] 색상: 블랙 / 무게: 4kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 430x1110x240mm,160730
일렉트로룩스 에르고라피도 파워프로 ZB3426BL,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 솔형 / 틈새 / 긴틈새 / 패브릭 / 연장툴 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 48분 / [성능] 4단계여과 / [기능] 셀프스탠딩 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 사틴화이트 / 무게: 3.6kg,429800
LG전자 코드제로 A9 A9579,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 140W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 자동물공급 / [부가] 색상: 판타지실버 / 크기(가로x세로x깊이): 260x1120x270mm,1076990
UDT UD-700F,업소용청소기 / 건식 / 무선형 / [기능] 이동바퀴 / [부가] 탱크용량: 30L / 무전원 / 크기(가로x세로x깊이): 1280x930x810mm,455370
다이슨 V10 앱솔루트 엑스트라,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 소프트롤러 / 다이렉트드라이브 / 미니모터 / 솔형 / 틈새 / 매트리스 / 하드플로워 / 연장툴 / 업탑어댑터 / 도킹스테이션 / [배터리] 충전시간: 3시간30분 / 사용시간: 1시간 / [부가] 무게: 2.5kg / 크기(가로x세로x깊이): 250x1241x256mm,1018490
삼성전자 파워건 VS80M8065K2,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150W / [구성] 바닥 / 침구 / 솔형 / 틈새 / [배터리] 충전시간: 4시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [부가] 색상: 메탈실버 / 무게: 2.95kg / 플렉스핸들 / 크기(가로x세로x깊이): 252x1110x315mm,1440150
LAVOR FREE EVO 50B,업소용청소기 / 마루광택기 / 무선형 / [기능] 이동바퀴 / 충전시간: 10시간 / 사용시간: 2시간30분 / 크기(가로x세로x깊이): 1160x980x510mm,4088000
스위스밀리터리 에어클레버 SMA-OV2500,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 30000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [기능] 물걸레(별도구매) / 디스플레이표시창 / [부가] 먼지통용량: 0.8L,210780
블랙앤데커 40V MAX BSV4020AS,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 40AW / [구성] 바닥 / 펫 / 침구 / 솔형 / 틈새 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 1시간18분 / [성능] BLDC모터 / [기능] 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.75L / 무게: 3.35kg / 크기(가로x세로x깊이): 217x1030x283mm,353990
아이엔에스엔터프라이즈 자일렉 ZL-217RC,"욕실청소기 / 무선형 / [배터리] 내장형 / 사용시간: 50분 / [부가] 무게: 723g / 브러쉬: 스크럽, 평면, 틈새, 광택, 극세사",39900
일렉트로룩스 얼티밋홈 900 EFP91824BU,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 바닥 / 물걸레 / 솔형 / 더스팅 / 틈새 / 업탑어댑터 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 1시간38분 / 사용시간: 1시간 / [성능] 인버터모터 / 5단계여과 / [기능] 디스플레이표시창 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 인디고블루 / 무게: 2.88kg / 크기(가로x세로x깊이): 260x1120x260mm,715170
LG전자 오브제컬렉션 코드제로 A9S AO9571GAKT,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 침구 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 분리형배기필터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 카밍그린+딥그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,1353320
롯데하이마트 하이메이드 HV-MM14B,핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / 거치대 / [배터리] [성능] BLDC모터 / 헤파필터 / 4단계여과 / [부가] 먼지통용량: 0.1L / 색상: 블랙 / 무게: 0.55kg / 크기(가로x세로x깊이): 70x415x70mm,94000
다이슨 V11 COMS,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 220AW / [구성] 하이토크 / 소프트롤러 / 미니모터 / 솔형 / 스터번더트 / 틈새 / 매트리스 / 거치대 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 4시간30분 / 사용시간: 1시간 / [성능] 헤파필터 / 6단계여과 / [기능] 디스플레이표시창 / [부가] 물통용량: 0.54L / 색상: 블루 / 무게: 2.95kg / 크기(가로x세로x깊이): 261x1261x250mm,1820000
다이슨 V11 토탈클린,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 185AW / [구성] 하이토크 / 소프트롤러 / 미니모터 / 솔형 / 더스팅 / 스터번더트 / 틈새 / 긴틈새 / 매트리스 / 연장툴 / 업탑어댑터 / 거치대 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 4시간30분 / 사용시간: 1시간 / [성능] 헤파필터 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.54L / 색상: 쿠퍼컬러 / 무게: 2.95kg / 크기(가로x세로x깊이): 261x1280x250mm,1287990
일렉트로룩스 라피도 ZB5108,핸디청소기 / 무선형 / 흡입전용 / [구성] 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 16시간 / 사용시간: 12분 / [부가] 색상: 퍼플 메탈릭 / 무게: 1.1kg / 크기(가로x세로x깊이): 410x137x124mm,185600
샤오미 미지아 MJWXCQ06SZ,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / 흡입력: 21000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 2시간3분 / 사용시간: 45분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 무게: 1.2kg,215500
JDL tech 타이푼 프로,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 25000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 30분 / [성능] BLDC모터 / 헤파필터 / 4단계여과 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.6L / 색상: 화이트 / 무게: 1.3kg / 크기(가로x세로x깊이): 210x1070x120mm,148990
르젠 LZPC-1000H,"업소용청소기 / 고압세척기 / 무선형 / 충전시간: 2시간30분 / 사용시간: 45분 / [부가] 색상: 블랙 / 무게: 1.8kg / 배터리잔량표시 / 노즐: 롱건, 멀티노즐건, 버블건, 호스 / 크기(가로x세로x깊이): 535x85x195mm",157170
보만 WC15310L,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 13000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간30분 / 사용시간: 30분 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / LED라이트 / [부가] 색상: 블루 / 무게: 2.2kg / 크기(가로x세로x깊이): 270x1135x200mm,358790
신일전자 롤링스턴 SVC-C1012WS,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4~5시간 / 사용시간: 30분 / [기능] LED라이트 / 프리볼트 / [부가] 먼지통용량: 0.8L / 무게: 2.1kg / 크기(가로x세로x깊이): 360x294x230mm,184390
한경희생활과학 VH-700RD,핸디청소기 / 무선형 / 흡입전용 / [배터리] 충전시간: 8시간 / 사용시간: 10분 / [부가] 무게: 0.75kg / 크기(가로x세로x깊이): 342x265x119mm,27420
니코 NKC-T75,핸디스틱청소기 / 유선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [성능] 헤파필터 / 3단계여과 / [부가] 색상: 레드 / 무게: 2.1kg / 크기(가로x세로x깊이): 270x1300x270mm,73680
다이슨 V8 플러피 프로,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 155AW / [구성] 소프트롤러 / 미니모터 / 솔형 / 틈새 / 긴틈새 / 도킹스테이션 / [배터리] 충전시간: 5시간 / 사용시간: 40분 / [부가] 무게: 2.63kg / 크기(가로x세로x깊이): 250x1244x210mm,883500
일렉트로룩스 라피도 리튬 ZB6114,핸디청소기 / 무선형 / 흡입전용 / [구성] 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 24분 / [성능] 3단계여과 / [부가] 색상: 텅스텐메탈릭 / 무게: 1.13kg / 5단계각도조절 / 바퀴 / 크기(가로x세로x깊이): 124x410x137mm,291260
보만 VC7530,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 3시간 / 사용시간: 45분 / [기능] 각도조절 / [부가] 색상: 화이트+그레이 / 무게: 1.4kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 350x1180x160mm,196020
무궁화전자 바로바로 MHC-720,핸디스틱청소기 / 무선형 / 물걸레 / [구성] 바닥 / 솔형 / 틈새 / [배터리] 충전시간: 5시간 / 사용시간: 18분 / [성능] 헤파필터 / 3단계여과 / [부가] 색상: 옐로우+블랙 / 무게: 2.9kg / 크기(가로x세로x깊이): 650x180x320mm,83840
두원썬피버 쿡클린 스윙모션,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / 충전시간: 3시간 / 사용시간: 30분 / [기능] LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / 걸레자동세척 / [부가] 무게: 3.5kg / 크기(가로x세로x깊이): 410x1050x215mm,324570
블루닷 글림 VD-VCS50WT,스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 17000Pa / [구성] 바닥 / 물걸레 / 거치대 / [배터리] 내장형 / 충전시간: 3시간30분 / 사용시간: 1시간10분 / [성능] BLDC모터 / 2단계여과 / [기능] 셀프스탠딩 / [부가] 먼지통용량: 0.35L / 색상: 화이트 / 크기(가로x세로x깊이): 246x1185x142mm,349000
아이리스 SCD-M1P,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 3시간30분 / 사용시간: 50분 / [성능] 3단계여과 / [기능] 먼지감지센서 / [부가] 먼지통용량: 0.35L / 무게: 2.2kg / 크기(가로x세로x깊이): 252x1060x220mm,119000
이마트 일렉트로맨 BVA-E2001,침구청소기 / 핸디형 / 무선형 / [기능] 청소모드: UV살균 / [부가] 먼지통용량: 0.5L / 크기(가로x세로x깊이): 265x190x110mm,109200
쿠쿠전자 인스퓨어 파워클론 CVC-A1420UG + AC-12XP20FH,핸디/스틱청소기+공기청정기세트 / 무선형 / 흡입전용 / 흡입력: 140AW / 흡입력: 23000Pa / [구성] 바닥 / 침구 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 사용시간: 35분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / [기능] 먼지감지센서 / 배터리잔량표시 / [부가] 색상: 어반그레이 / 무게: 1.82kg / 크기(가로x세로x깊이): 250x1200x230mm / [AC-12XP20FH] 공기청정기 / ※ 상품 옵션 확인 후 구매,437160
아이룸 F1,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 13000Pa / [구성] 바닥 / 솔형 / 틈새 / 패브릭 / 거치대 / [배터리] 충전시간: 2시간30분 / 사용시간: 25분 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [부가] 색상: 화이트 / 무게: 0.6kg,188000
퀸메이드 QM-C300W,물걸레청소기 / 왕복식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 5시간 / [기능] 각도조절 / 셀프스탠딩 / 풋터치버튼 / 배터리잔량표시 / [부가] 색상: 화이트 / 무게: 1.9kg / 패드: 벨크로형 / 크기(가로x세로x깊이): 270x1100x210mm,113940
미로 MPW10,물걸레청소기 / 회전식 / 물걸레+진공 / 무선형 / [배터리] 리튬이온 / 충전시간: 7시간 / 사용시간: 1시간40분 / [기능] BLDC모터 / LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / 헤파필터 / 5단계여과 / [부가] 색상: 화이트골드 / 무게: 3kg / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 410x1100x225mm,399000
컴포트 KWM-2020,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 / [기능] 각도조절 / [부가] 색상: 화이트 / 크기(가로x세로x깊이): 275x560x250mm,199000
지웰 ST-9500,"핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / [배터리] 분리형 (1개) / 충전시간: 3시간 / 사용시간: 25분~40분 / [부가] 색상: 레드, 블루 / 무게: 1.4kg / 크기(가로x세로x깊이): 320x320x85mm",179960
신일전자 SVC-S21JA,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] [성능] 3단계여과 / [기능] 셀프스탠딩 / LED라이트 / [부가] 먼지통용량: 0.5L / 무게: 3.8kg / 크기(가로x세로x깊이): 285x1140x190mm,137640
필립스 FC6152,핸디청소기 / 무선형 / 흡입전용 / [구성] 틈새 / 거치대 / [배터리] 사용시간: 10분 / [성능] 2단계여과 / [부가] 색상: 블랙 / 크기(가로x세로x깊이): 444x133x109mm,124600
씨에스텍 CS-B1,업소용청소기 / 건습식 / 무선형 / [기능] 이동바퀴 / [부가] 색상: 그린 / 기름걸레 / LED전조등 / 백밀러 / 충전시간: 10시간 / 크기(가로x세로x깊이): 900x1250x1630mm,2603990
휴스톰 HV-5000 + HS-10500,핸디/스틱청소기+물걸레청소기 / 무선형 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5시간 / 사용시간: 20분 / [성능] BLDC모터 / 헤파필터 / 3단계여과 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 무게: 2.6kg / 크기(가로x세로x깊이): 255x1120x230mm / ※ 상품 옵션 확인 후 구매,일시품절
툴앤툴 네오스틱 TW1200,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 충전시간: 2시간 / 사용시간: 1시간 / [기능] 각도조절 / 걸레자동세척 / [부가] 물통용량: 3.3L / 무게: 2.6kg / 크기(가로x세로x깊이): 260x1150x190mm,249000
LG전자 코드제로 A9 A906SM,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 140W / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 5단계여과 / 물걸레(별도구매) / [부가] 색상: 매트그레이 / 무게: 2.55kg,579900
빌톤 BTS-J1400,"핸디청소기 / 무선형 / 흡입전용 / 흡입력: 11000Pa / [구성] 솔형 / 틈새 / 거치대 / [배터리] 충전시간: 4시간 / 사용시간: 20분 / [성능] BLDC모터 / 헤파필터 / [기능] 프리볼트 / [부가] 색상: 화이트, 블랙 / 무게: 0.5kg / 크기(가로x세로x깊이): 75x415x70mm",111600
LG전자 코드제로 A9 A948,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 140W / [구성] 바닥 / 솔형 / 틈새 / 매트리스 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [부가] 색상: 블라썸핑크 / 무게: 2.7kg / 크기(가로x세로x깊이): 260x1120x270mm,5200000
후버 리액트 HSV-REC-KA,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 펫 / 미니모터 / 솔형 / 틈새 / 연장툴 / [배터리] 분리형 (1개) / 충전시간: 3시간 / 사용시간: 24분 / [기능] IoT기능 / 먼지감지센서 / LED라이트 / 배터리잔량표시 / [부가] 색상: 펄화이트+스카이블루 / 무게: 3.5kg / 크기(가로x세로x깊이): 320x798x173mm,369360
