epoch,accuracy,loss,lr,val_accuracy,val_loss
43,0.9479166865348816,0.45169082283973694,0.01,1.0,0.3468285799026489
44,0.8958333134651184,0.47036266326904297,0.01,0.9583333134651184,0.3364163637161255
45,0.9166666865348816,0.44272398948669434,0.01,0.9166666865348816,0.3647206723690033
46,0.9479166865348816,0.43911877274513245,0.01,1.0,0.3475785553455353
47,0.9479166865348816,0.4314805269241333,0.01,1.0,0.3262206017971039
48,0.8958333134651184,0.4417727291584015,0.01,0.9166666865348816,0.34750232100486755
49,0.90625,0.44099172949790955,0.01,0.875,0.3710833787918091
50,0.9270833134651184,0.4190405607223511,0.01,1.0,0.3136160671710968
51,0.9583333134651184,0.4113743007183075,0.01,1.0,0.31098440289497375
52,0.9375,0.40951600670814514,0.01,0.9166666865348816,0.33615002036094666
53,0.9375,0.4062112271785736,0.01,1.0,0.29828187823295593
54,0.9583333134651184,0.3997251093387604,0.01,1.0,0.2967020571231842
55,0.9375,0.3984237015247345,0.01,1.0,0.31397005915641785
56,0.8958333134651184,0.40407195687294006,0.01,0.875,0.3436868190765381
57,0.9375,0.39648258686065674,0.01,0.9583333134651184,0.30776676535606384
58,0.96875,0.3833368718624115,0.01,1.0,0.28655943274497986
59,0.9583333134651184,0.38200268149375916,0.01,1.0,0.2791072428226471
60,0.9479166865348816,0.3742547035217285,0.01,0.9583333134651184,0.29978513717651367
61,0.9583333134651184,0.3717200756072998,0.01,1.0,0.28773853182792664
62,0.9375,0.3718983232975006,0.01,0.9166666865348816,0.30007752776145935
63,0.9375,0.3670926094055176,0.01,0.9583333134651184,0.26085564494132996
64,0.9375,0.37617453932762146,0.01,1.0,0.26294055581092834
65,0.9375,0.369624525308609,0.01,1.0,0.2744183838367462
66,0.96875,0.3537715971469879,0.01,1.0,0.2636582553386688
67,0.9583333134651184,0.35328856110572815,0.01,1.0,0.25689244270324707
68,0.96875,0.34964075684547424,0.01,1.0,0.27074816823005676
69,0.9583333134651184,0.34726205468177795,0.01,1.0,0.24826811254024506
70,0.9583333134651184,0.3459286689758301,0.01,1.0,0.2575618326663971
71,0.9375,0.3469735383987427,0.01,1.0,0.25732046365737915
72,0.96875,0.33519232273101807,0.01,1.0,0.2456798404455185
73,0.9375,0.33813437819480896,0.01,1.0,0.2503609359264374
74,0.9479166865348816,0.33126023411750793,0.01,0.9166666865348816,0.2706211507320404
75,0.96875,0.32683512568473816,0.01,1.0,0.2417578250169754
76,0.9583333134651184,0.3245958089828491,0.01,1.0,0.2365584522485733
77,0.9583333134651184,0.3237403333187103,0.01,0.9166666865348816,0.2561335265636444
78,0.9479166865348816,0.3208031952381134,0.01,1.0,0.2248435765504837
79,0.9479166865348816,0.31649234890937805,0.01,1.0,0.23655875027179718
80,0.9583333134651184,0.3282061815261841,0.01,0.9166666865348816,0.26790615916252136
81,0.96875,0.31912747025489807,0.01,0.9583333134651184,0.24526911973953247
82,0.9270833134651184,0.3189469873905182,0.01,0.9583333134651184,0.21330487728118896
83,0.9375,0.31630077958106995,0.01,1.0,0.2353043407201767
84,0.9583333134651184,0.3013833463191986,0.01,1.0,0.21548525989055634
85,0.9583333134651184,0.2971254587173462,0.01,0.9166666865348816,0.2402409315109253
86,0.96875,0.2971724569797516,0.01,1.0,0.2132674902677536
87,0.9583333134651184,0.2921546399593353,0.01,1.0,0.22945578396320343
88,0.96875,0.2907886207103729,0.0009999999,1.0,0.2266228348016739
89,0.9583333134651184,0.2902572453022003,0.0009999999,1.0,0.22418062388896942
90,0.9791666865348816,0.2893233001232147,0.0009999999,1.0,0.22258581221103668
91,0.9791666865348816,0.2887059152126312,0.0009999999,1.0,0.22142402827739716
92,0.96875,0.28842079639434814,0.0009999999,1.0,0.22037453949451447
93,0.96875,0.2880832850933075,9.999999e-05,1.0,0.22030021250247955
94,0.96875,0.28808438777923584,9.999999e-05,1.0,0.22022873163223267
95,0.96875,0.28804218769073486,9.999999e-05,1.0,0.22015519440174103
96,0.96875,0.2879977226257324,9.999999e-05,1.0,0.22008128464221954
